"id","sku_name","base_price","cogs","category"
P124794,Ref_K2 1161 Olive-44,185310.0,161182.0,Men Fashion
P961238,Tmall_Vimax,185020.0,144304.0,Health & Sports
P616386,sinbo_4615,185020.0,116522.0,Health & Sports
P259514,Motifz_1668-CHOCLATE,185020.0,160950.0,Women Fashion
P681916,BBS_D005,185020.0,155382.0,Kids & Baby
P667889,Loreal_Revitalift Laser X3 Serum - 30 ml,184788.0,129340.0,Beauty & Grooming
P326257,Dawlance_bundle_DWEK-8229_clear,184440.0,154918.0,Others
P171657,MEGUIAR_G18211,184440.0,130906.0,Others
P776156,JBS_WEN-062,183280.0,111766.0,Home & Living
P811804,emart_Dry Iron NI-22awt,182700.0,131544.0,Appliances
P556422,Nuraiwomen_MD-817 -12(L),182700.0,153468.0,Women Fashion
P844198,Relaxsit_RS-60,182700.0,111418.0,Home & Living
P184059,Relaxsit_RS-59,182700.0,149814.0,Home & Living
P905844,madela_CALMA,182700.0,111418.0,Kids & Baby
P857849,Horsie_HK 305,182700.0,160776.0,Kids & Baby
P626363,"Loreal_Revitalift Laser X3 Integeral Care Day, Anti Wrinkle & An",181192.0,110490.0,Beauty & Grooming
P431941,sehgalmotors_5192,180264.0,154976.0,Superstore
P806951,Tiraaz_Tm-02-016-M,179974.0,140360.0,Men Fashion
P639145,progressive_9780470290309,179916.0,109736.0,School & Education
P297170,Relaxer_HND 01-Yellow,179800.0,149234.0,Home & Living
P924152,RAJESH_RAJ162,177480.0,110026.0,Beauty & Grooming
P621889,lamart_LMZ019,177364.0,127658.0,Home & Living
P872873,rute2_2821,176900.0,152134.0,Health & Sports
P247963,Victorinox_  HUNSTMAN RED,176900.0,114956.0,Men Fashion
P880632,interwood_HA-AN813020-S-23559,176610.0,105966.0,Home & Living
P733455,shubinak_SN-MB-03,174000.0,133980.0,Women Fashion
P408955,Audionic Max-550,174000.0,121800.0,Entertainment
P749616,GFC_Ceiling Awami,174000.0,149640.0,Appliances
P343074,nutrifactor_NF0025,174000.0,128760.0,Health & Sports
P651613,HOS_DVFCWW100,174000.0,109620.0,Beauty & Grooming
P254865,Q&Q_Q602J402Y,174000.0,104400.0,Men Fashion
P469590,Zia_QT17,174000.0,133980.0,Books
P871784,greenroot_Diabetic Cure,174000.0,113100.0,Health & Sports
P373632,TCB_Supreme BD 0016-L,174000.0,147900.0,Men Fashion
P702184,Saylani_Vocational-Training-Per-Course,174000.0,127020.0,Others
P595078,TCB_Supreme GD 005-M,174000.0,127020.0,Men Fashion
P742529,GA_ELAN T-300 - 114737,174000.0,133980.0,Home & Living
P771502,GBHII_GS545-Black-8,174000.0,151380.0,Men Fashion
P984617,RBT_RB-006,174000.0,154860.0,Home & Living
P528036,Prime_B666- BLACK-M,173942.0,146102.0,Men Fashion
P485064,RealLeather1135_medium_black,173942.0,137402.0,Men Fashion
P244817,B_power_8082293-41,173942.0,140882.0,Men Fashion
P989867,Prime_MMJ-KHAKI-M,173942.0,109562.0,Men Fashion
P242563,Tmall_MM-H-20122,173942.0,104342.0,Beauty & Grooming
P783271,Bata_Power-8389002-41-7,173942.0,147842.0,Men Fashion
P440762,KKUPJ-Blue-L,173942.0,142622.0,Men Fashion
P428453,Bata_Power-8389002-44-10,173942.0,130442.0,Men Fashion
P148209,Timex_A500,173942.0,153062.0,Men Fashion
P915921,Timex_A501,173942.0,118262.0,Men Fashion
P719734,CUR_CUD-35,173942.0,130442.0,Men Fashion
P859642,Bata_Power-8386002-43-9,173942.0,121742.0,Men Fashion
P823585,Prime_LLTC-BLACK-S,173942.0,126962.0,Women Fashion
P615309,H2_MODRSBlack-Black-S,173942.0,109562.0,Men Fashion
P657518,Bata_Power-8386003-42-8,173942.0,144362.0,Men Fashion
P477439,Bata_8811271-White-42,173942.0,146102.0,Men Fashion
P804496,Farah_7-B,173768.0,149408.0,Women Fashion
P602409,UnzeLondon_GS4354-9,173710.0,135488.0,Men Fashion
P415879,HOS_JLSW100,173710.0,130268.0,Beauty & Grooming
P696424,UnzeLondon_GS5401-11,173710.0,154570.0,Men Fashion
P690326,UnzeLondon_GS5346-6,173710.0,105908.0,Men Fashion
P607459,Base_26842,173420.0,110954.0,Health & Sports
P598076,Lala_1151004100094-SCB-09,173420.0,124816.0,Women Fashion
P763931,GA_GT-03-141175,173420.0,147378.0,Women Fashion
P655338,Base_4350,173420.0,133516.0,Health & Sports
P135284,Gloria_1072A,173420.0,143898.0,Women Fashion
P952401,PlanetX_PX-9088,172840.0,107126.0,Kids & Baby
P608109,HOS-m_AZZLEGM100,172550.0,122496.0,Beauty & Grooming
P172630,JBS_CRY-046,172550.0,117334.0,Home & Living
P534798,Lunar Aqua,172260.0,113680.0,Computing
P653253,Sapphire_US0421,171100.0,143724.0,Women Fashion
P835707,AKL_A131130511_SS-164_Orange,170810.0,133226.0,Women Fashion
P932314,Phillips_HP8201,170752.0,121220.0,Beauty & Grooming
P794442,a4tech_Gaming-Bloody-Mouse-R-80,169650.0,147552.0,Computing
P367824,BB_001,168200.0,114376.0,Home & Living
P964389,xenium_DFC-201668,168200.0,100920.0,Home & Living
P502965,Toyworld_TW-243,168142.0,147958.0,Kids & Baby
P504505,JBS_SZ-049,167620.0,140766.0,Home & Living
P345530,interwood_HA-GBO111001-23598,167040.0,101848.0,Home & Living
P212275,Aladdin_Vision 10000 - Tape Bat - Beige,166750.0,125048.0,Health & Sports
P786303,Aladdin_Chrome Dumbbells Silver - 5kg ,166750.0,140070.0,Health & Sports
P431389,BBS_DoremonCar,166460.0,128122.0,Kids & Baby
P989217,Logitech_910-004521 ,165880.0,109446.0,Computing
P530695,Sigma_5315,165764.0,101094.0,Health & Sports
P950804,HH-arabis_0120-JC-82_Black-58,165300.0,125628.0,Women Fashion
P904519,Transcend_64GB JetFlash 810,165300.0,112404.0,Others
P632194,GA_CL-244 A-136021,165300.0,130558.0,Women Fashion
P853825,HH-arabis_0120-JC-80_Black-52,165300.0,128934.0,Women Fashion
P205993,emart_Dessini-Kitchen-Double-Grill-Pressure-Pan,165300.0,135546.0,Home & Living
P932046,Tmall_MM_Arzulex_BBQ_Grill_Pan,165242.0,138794.0,Home & Living
P214490,MoosaE_SR004,162400.0,128296.0,Home & Living
P148077,Dynasty_Shan-e-Mughal (Latha)-Navy,162400.0,129920.0,Men Fashion
P113726,USwinter_US-WGO-5-5-6Y,162400.0,131544.0,Kids & Baby
P510251,Closet_CL5-M,162400.0,142912.0,Women Fashion
P709059,Horsie_HK 310,162400.0,102312.0,Kids & Baby
P897820,edukaan_201519,162400.0,133168.0,Kids & Baby
P872485,Herbo Natural_5,162400.0,128296.0,Health & Sports
P712331,Edenrobe_BTKS-16-3196-28,162342.0,139606.0,Kids & Baby
P270938,Tmall_DiaCure Plus,162342.0,120118.0,Health & Sports
P830436,MEGUIAR_X1025EU,162284.0,131428.0,Others
P636330,BP_TO27616,162226.0,108634.0,Kids & Baby
P362878,J&J_JJQS-004S,162110.0,97266.0,Kids & Baby
P747406,PMA_9789810117238,162110.0,129688.0,School & Education
P769514,J&J_JJQS-003S,162110.0,105328.0,Kids & Baby
P548795,Ref_Frankfort 2065-Soya-43,162110.0,113448.0,Men Fashion
P293298,Paramount_9781107673397,161298.0,127368.0,School & Education
P724734,NVC_Polaroid-iS426,161182.0,103124.0,Others
P460079,OKM_EL-150 Lambs Pullover-BROWN-40,160370.0,105792.0,Men Fashion
P594075,Q Mobile E-300,160080.0,108808.0,Others
P444930,fitn_748927052237,159790.0,95874.0,Health & Sports
P851255,Life source_MB-240,159500.0,100456.0,Health & Sports
P373484,zubairco_003577,159500.0,98890.0,School & Education
P320550,sheraton_FMOTORS_01,159500.0,97266.0,Health & Sports
P635238,rehaab_RJ160051,157528.0,108692.0,Women Fashion
P346995,kke_SCF69627-2,156890.0,108228.0,Kids & Baby
P826388,Toyworld_TW-99,156600.0,134676.0,Kids & Baby
P577811,SN-SP_Ajwa_800gm,156600.0,108054.0,Soghaat
P764200,himalayan_Horse Crystal Salt Lamp,156600.0,117450.0,Home & Living
P798963,GA_ECLIPSE T-300 - 122758,156600.0,139374.0,Home & Living
P364174,barico_BS003-Large,156600.0,97092.0,School & Education
P580534,Base_3671,156600.0,106488.0,Health & Sports
P178536,Sigma_52210,156600.0,129978.0,Health & Sports
P102799,stinnos_A118,156542.0,137750.0,Kids & Baby
P636413,Egala_EGA-12CTS-M-M,156542.0,98600.0,Men Fashion
P128365,stripyinterior_90002,156542.0,120524.0,Home & Living
P783124,stripyinterior_90003,156542.0,134618.0,Home & Living
P587286,DR_DRPC046-11,156542.0,126788.0,Men Fashion
P202743,Loomes_LK-029 Turquoise blue-S,156542.0,98600.0,Men Fashion
P918949,stinnos_A104,156542.0,125222.0,Kids & Baby
P139241,timex_TW000X107,156542.0,125222.0,Men Fashion
P708097,PlanetX_PX-9178,156310.0,118784.0,Kids & Baby
P759170,moshi_99MO023126,156136.0,107706.0,Computing
P188145,tucano_IPD7AN-BK,156020.0,115420.0,Others
P258090,interwood_HA-A023-38566,154860.0,92916.0,Home & Living
P607429,RAJESH_RAJ193,154802.0,131544.0,Appliances
P837757,RAJESH_RAJ219,154280.0,128006.0,Others
P410777,SCIFI_Disney Beauty_SC4545PGP,154280.0,121858.0,School & Education
P504701,Triumph_Tri-action 36 P-Black- 36C,153700.0,129108.0,Women Fashion
P655918,coleman_Red Excursion Cooler 9 QTR,153700.0,116812.0,Home & Living
P944228,Nurai_MD-838 -12Y,153700.0,112172.0,Kids & Baby
P515210,Charizma_DG40,153700.0,135256.0,Others
P396643,StripyInterior_Diamond Janamaz -003,153642.0,133632.0,Home & Living
P172095,KI_2174SAKBC,153120.0,124004.0,Home & Living
P728204,sstop_iflashotg3in1,152830.0,132936.0,Computing
P647071,edukaan_201314,151554.0,92394.0,Kids & Baby
P700907,Life source_YD-24,150800.0,98020.0,Health & Sports
P822858,AKL_A01136192-AW-38-Yellow,150800.0,107068.0,Women Fashion
P179348,VPN_VPN 103H,150800.0,108576.0,Health & Sports
P502773,Getiit_Fun,150800.0,104052.0,Men Fashion
P196668,Needles_FBD-4108,150800.0,122148.0,Women Fashion
P995838,Teenz_R-0124,150800.0,105560.0,Women Fashion
P433571,HOS_EARSW100,150800.0,108576.0,Beauty & Grooming
P218664,itter_AB 1281,150800.0,111592.0,Beauty & Grooming
P916706,AKL_A01136156-AW-02-Beige,150800.0,120640.0,Women Fashion
P630183,BParcel_TOUCHPAD S1-BLACK,150800.0,120640.0,Computing
P318683,J&J_JJ-024,150800.0,126672.0,Kids & Baby
P797538,AKL_A01136184-AW-10-Light Pink,150800.0,99528.0,Women Fashion
P121640,sinbo_7320,150800.0,102544.0,Appliances
P849639,Life source_LS-9001,150742.0,102486.0,Health & Sports
P390553,Aladdin_14-Walker-W2907,150742.0,119074.0,Kids & Baby
P840906,KI_2185AKBC,150742.0,96454.0,Home & Living
P948350,PBG_D-1415,150742.0,93438.0,Home & Living
P890500,liberty_9781591748328,150510.0,117392.0,Books
P238203,SCIFI_SC4520TNE-Ben 10 ,150510.0,124874.0,School & Education
P337767,JBS_TAT-126,150336.0,114202.0,Home & Living
P778308,rute2_3671,150220.0,130674.0,Health & Sports
P300869,GA_Charcoal T-150 - 133584,149292.0,91060.0,Home & Living
P106653,yankee_5038580000771,148480.0,130616.0,Home & Living
P923508,Q&Q_F298-204Y,147900.0,112404.0,Men Fashion
P766552,HOS-m_CKETM100,147900.0,90190.0,Beauty & Grooming
P895957,Assetmen_MD-069-C-BLUE-32,147900.0,115362.0,Men Fashion
P239830,Nurai-MD-1818-3-4 yrs,147900.0,119770.0,Kids & Baby
P593051,Base_1847,147900.0,127194.0,Health & Sports
P575871,sitara_LRTW09-MDM-MIX-M,147900.0,106488.0,Men Fashion
P121796,MEGUIAR_G12711,147552.0,128354.0,Others
P317437,MEGUIAR_G12718,147552.0,107706.0,Others
P963905,lm_READERS DIGEST MONTHLY (ASIAN)-Subscription,147030.0,114666.0,Books
P832444,Sigma_64825,146914.0,95468.0,Health & Sports
P739386,SFEVER_CK370HB02S8DONAFAMZ,146740.0,118842.0,Beauty & Grooming
P122707,PMA_9789810191412,146450.0,90770.0,School & Education
P264591,HOS-m_CKOM100,146160.0,106662.0,Beauty & Grooming
P206865,Edifier_Head phone K680,146160.0,125686.0,Computing
P954492,HOS-M_CKOREM100,145464.0,111998.0,Beauty & Grooming
P994608,Philips_HP8117,145116.0,111708.0,Beauty & Grooming
P904043,ISn 100% Whey Protein Chocolate,145000.0,117450.0,Health & Sports
P779511,GA_SL-260-136112,145000.0,97150.0,Women Fashion
P756799,Relaxsit_RS-57,145000.0,89900.0,Home & Living
P259500,Relaxsit_RS-56,145000.0,102950.0,Home & Living
P931487,vitamin_xest,145000.0,120350.0,Health & Sports
P894360,Genius_Imperator-Pro-Black,145000.0,88450.0,Computing
P263754,ISNs 100% Whey Protein Chocolate,145000.0,121800.0,Health & Sports
P151972,Relaxsit_RS-58,145000.0,102950.0,Home & Living
P504431,WW_WHP-WP-1,145000.0,105850.0,Home & Living
P538428,Assetboys_MD-1340-B-5Y,145000.0,95700.0,Kids & Baby
P531621,sindbad_Sindbad Gift Card-3,145000.0,118900.0,Others
P504671,Triumph_T-Shirt Bra 87 P-Black-32B,145000.0,120350.0,Women Fashion
P664265,Entertainer Asia_Vouch 365 - 2017 Book Karachi,145000.0,94250.0,Others
P551274,ahsaarn_BN-004,145000.0,102950.0,Health & Sports
P671345,RBC_9789694074283,145000.0,102950.0,School & Education
P409025,ss_WC-017-L,145000.0,104400.0,Men Fashion
P597694,vitamin_230,145000.0,92800.0,Health & Sports
P953664,GL_1055,145000.0,105850.0,Home & Living
P324617,Vouch 365 2016,144942.0,99992.0,Others
P720879,PlanetX_PX-9260,144942.0,102892.0,Kids & Baby
P504897,TP-Link_Router-WR-845N,144942.0,86942.0,Computing
P126964,RCP_RCPA-5PoloPC-Y-XL,144942.0,126092.0,Men Fashion
P599034,B-power_8281076-42,144942.0,99992.0,Men Fashion
P589410,Paramount_hazir_9781910561324-Islamabad,144710.0,124410.0,Books
P178217,PMA_9789810190965,144710.0,86826.0,School & Education
P991363,kke_SCF69327,144130.0,125338.0,Kids & Baby
P780852,Emotions_Emo-CS-13977,144130.0,86478.0,Home & Living
P373121,SNU_ay16e-1a-Grey,143550.0,120582.0,Women Fashion
P657720,sstop_etable,142970.0,102892.0,Computing
P680404,HOS-m_CKI2UM100,142970.0,85782.0,Beauty & Grooming
P417195,jj_JLAWN-S-17-068 Cool Flower,142216.0,93844.0,Women Fashion
P441667,liberty_9780199401932,142100.0,85260.0,Books
P596373,GA_Persian Red T-200 - 133785,142100.0,105154.0,Home & Living
P701301,RT-04-Grey&black-Double Duvet Cover Sheet Set-7 pcs,142100.0,109388.0,Home & Living
P822880,Origins_16W37-M,141404.0,114492.0,Women Fashion
P642572,stinnos_901,140882.0,126788.0,Kids & Baby
P480295,knc_KNC-316,139200.0,87696.0,Home & Living
P249932,Relaxsit_RS-47,139200.0,98832.0,Home & Living
P515027,audionic_6954217532172,139200.0,115536.0,Others
P504560,Triumph_T-Shirt Bra 92 P-Skin- 34B,139200.0,89088.0,Women Fashion
P859391,AKL_A131138790-SS-122-17,139200.0,104400.0,Women Fashion
P564918,FL_FL-05P,139200.0,89088.0,Home & Living
P291020,Relaxsit_RS-53,139200.0,98832.0,Home & Living
P647494,audionic_6954217598857,139200.0,114144.0,Others
P473268,Castillo_CWM-326,139200.0,96048.0,Men Fashion
P122980,regal_0635-C-Fawn Multicolour -10,139200.0,90480.0,Women Fashion
P846918,vitamin_moments-gold-delay-condom,139200.0,112752.0,Health & Sports
P811276,Telemall_MM-PC-0007,139142.0,116870.0,Health & Sports
P669452,Life source_LS-7001,139142.0,105734.0,Health & Sports
P468376,EMJM_24101322206-40,139142.0,84854.0,Men Fashion
P412671,Aladdin_15-Walker-W2908,139142.0,101558.0,Kids & Baby
P882424,J&J_JJ-029,138910.0,98600.0,Kids & Baby
P914036,Sapphire_SS1150-SML-999-L,138620.0,120582.0,Women Fashion
P134657,A4-Tech_7200N,137750.0,83984.0,Computing
P960015,PHILIPS_HP8105_29,135720.0,115362.0,Beauty & Grooming
P811364,AKL_A131130478_SS-165_Grey,135604.0,86768.0,Women Fashion
P608322,Life source_YD-23,135024.0,97208.0,Health & Sports
P285854,GBHII_GM191-Brown-Brown-8,133400.0,85376.0,Men Fashion
P913842,Relaxsit_RS-40,133400.0,80040.0,Home & Living
P217372,Aladdin_water_hose_pipe,133400.0,109388.0,Home & Living
P854868,kke_SCF690-27,133400.0,89378.0,Kids & Baby
P787459,GBHII_GM6-Brown-Brown-8,133400.0,114724.0,Men Fashion
P557143,Transcend_TS32GSDU1,133342.0,86652.0,Computing
P362060,emart_92,133342.0,82650.0,Home & Living
P504480,US-USSG16-TOP-41-9-10Y,133342.0,113332.0,Kids & Baby
P866020,BParcel_Mini TOUCHPAD  500RF-BLACK,133342.0,110664.0,Computing
P662843,Tmall_Yoga_mat_Wheel_Combo,133342.0,95990.0,Health & Sports
P590494,liberty_9780804125987,133110.0,94482.0,School & Education
P751255,NYX_Beauty Kit,132646.0,100804.0,Beauty & Grooming
P185039,DR_DRPC001A-11,132530.0,106024.0,Men Fashion
P870525,HOS-m_CKEIM100,132240.0,88566.0,Beauty & Grooming
P461115,Dynasty_York By Dynasty-Charcoal,131950.0,118726.0,Men Fashion
P828976,zuni16_315-A,131950.0,104226.0,Women Fashion
P622376,Planet-T_PT007959,131950.0,88392.0,Kids & Baby
P504277,zuni16_319-A,131950.0,110838.0,Women Fashion
P900904,JBS_TAT-212,131080.0,103530.0,Home & Living
P224384,ISn 100% Whey Protein Vanilla,130500.0,84796.0,Health & Sports
P322230,JBS_lrd-001,130500.0,91350.0,Home & Living
P771328,VPN_VPN 600,130500.0,90016.0,Health & Sports
P578132,vitamin_Ultra Slim  Plus Economy,130500.0,97846.0,Health & Sports
P711218,Charizma_DG35,130500.0,112230.0,Others
P285257,GA_REGAL EMPEROR T-300 - 106010,130500.0,112230.0,Home & Living
P448337,Triumph_Doreen-Black- 36C,130500.0,82186.0,Women Fashion
P224439,AKL_A133119105-HCFT028-Double,130210.0,100224.0,Home & Living
P565511,Senorita_KAS-741-RED-30,130210.0,102834.0,Kids & Baby
P722057,Senorita_KAS-736-LMN-32,128760.0,82360.0,Kids & Baby
P484159,JBS_TAT-019,128296.0,109040.0,Home & Living
P605824,PlanetX_PX-9127,127600.0,108460.0,Kids & Baby
P812489,Rajesh_RAJ0371,127600.0,79112.0,Health & Sports
P773860,lamp_Lamp Shade Round 4 ,127600.0,80388.0,Home & Living
P176225,PlanetX_PX-9137,127600.0,111012.0,Kids & Baby
P397101,PucaM_SS-2709-NAVY RED-40,127600.0,89320.0,Men Fashion
P493685,bio_Bio Oil-125ml,127600.0,111012.0,Beauty & Grooming
P707686,PlanetX_PX-9126,127600.0,85492.0,Kids & Baby
P702210,PlanetX_PX-9128,127600.0,79112.0,Kids & Baby
P547814,VPN_VPN 202H,127600.0,89320.0,Health & Sports
P946362,Life source_FINGER PULSE OXIMETER,127542.0,87986.0,Health & Sports
P885797,Bundle 2 smsm_bundle02,127542.0,91814.0,Superstore
P650546,B_power_4082296-37,127542.0,112230.0,Kids & Baby
P671247,PlanetX_PX-9152,127542.0,89262.0,Kids & Baby
P117410,PlanetX_PX-9280,127542.0,89262.0,Kids & Baby
P647894,UnzeLondon_GS5682-11,127310.0,89088.0,Men Fashion
P709592,stinnos_670,127252.0,76328.0,Kids & Baby
P532247,AU_WS017,127020.0,81258.0,School & Education
P838242,Delsey_8903338058489,126904.0,112926.0,Home & Living
P728616,JBS_TAT-194,126614.0,102544.0,Home & Living
P161287,barico_BS001-Large,126150.0,112230.0,School & Education
P926715,PNG_Pampers_10003449-Karachi,125280.0,92684.0,Superstore
P326167,PNG_Pampers_10003449-Hazir,125280.0,83926.0,Superstore
P197821,PNG_Pampers_10003451-Hazir,125280.0,77662.0,Superstore
P105825,PNG_Pampers_10003450-Hazir,125280.0,81432.0,Superstore
P138741,PNG_Pampers_10003452-Hazir,125280.0,97672.0,Superstore
P566063,rute2_3450,124758.0,77314.0,Health & Sports
P226599,GSW_PG-9025-Bluetooth,124700.0,107242.0,Entertainment
P491295,Charizma_DG36,124700.0,108460.0,Others
P799062,akl_A132116093_GMSU171-M,124584.0,89668.0,Men Fashion
P937474,PlanetX_PX-9243,124410.0,80852.0,Kids & Baby
P295167,aw_Custom Shield Clear-14oz./413.7,124120.0,93090.0,Others
P642353,coolBell_CB-6605-Beige,123308.0,104806.0,Computing
P187673,stoner_95160,123250.0,87464.0,Others
P123682,RT-02-RED-Double Duvet Cover Sheet Set-4 pcs,123250.0,96106.0,Home & Living
P714373,Sigma_6052,122670.0,106720.0,Health & Sports
P673419,SCIFI_True Honor _SC7820CKA,122380.0,110142.0,School & Education
P152508,GMZV_Ubisoft Assassin Creed Syndicate - PS4,122090.0,75690.0,Entertainment
P530057,Dynasty_Marvel By Dynasty-Rust,121800.0,97440.0,Men Fashion
P122071,RAJESH_RAJ205,121800.0,73080.0,Home & Living
P354128,sapil_Sapil Passion Men 100ML,121800.0,97440.0,Beauty & Grooming
P303031,phub_Quorum ,121800.0,98658.0,Beauty & Grooming
P604374,emart_0-56,121742.0,76676.0,Home & Living
P303489,KureshiC_046-kemei,121742.0,83984.0,Beauty & Grooming
P570039,sinbo_7052,121220.0,81200.0,Beauty & Grooming
P293860,Life source_LS-5001,120640.0,100108.0,Health & Sports
P468366,kansai_NeverWet,120350.0,80620.0,Others
P346082,sinbo_7025,120060.0,98426.0,Beauty & Grooming
P735120,GBHII_GS9-MUSTARD-MUSTARD-8,120060.0,105618.0,Men Fashion
P970560,GBHII_GS9-MUSTARD-MUSTARD-9,120060.0,108054.0,Men Fashion
P109167,Bparcel_8460P,120002.0,85144.0,Computing
P270878,Paramount_9781910561324,119828.0,77836.0,Books
P298116,dany_6954217098630,118900.0,103414.0,Computing
P867231,Dany6-954217-555652,118900.0,105792.0,Computing
P414925,Relaxsit_RS-36,118900.0,97498.0,Home & Living
P475499,RAF_800mlx12,118320.0,86362.0,Superstore
P557207,rs_Rehmat-e-Shereen Mix Halwa 2000gm,118320.0,74530.0,Soghaat
P458850,MEGUIAR_G7016,118030.0,90828.0,Others
P126994,MEGUIAR_G15812EU,118030.0,81432.0,Others
P869132,yankee_5038500008357,117450.0,77488.0,Home & Living
P183544,yankee_5038580061895,117450.0,93960.0,Home & Living
P807001,barico_BS023-,116870.0,74762.0,School & Education
P253358,Jaza_2Elite5kg+FOC,116116.0,90538.0,Superstore
P419070,BFV_Black Friday voucher Rs  2000,116000.0,104400.0,Others
P484084,vitamin_Vigour Maximizer Bundle,116000.0,89320.0,Health & Sports
P321633,adenwala_Deal No.4,116000.0,88160.0,Superstore
P678603,Eglo_13359,116000.0,96280.0,Home & Living
P527512,Baklawa_Mabrooma Pistachio-1Kg,116000.0,83520.0,Soghaat
P805199,vitamin_Vita Fertility Men,116000.0,103240.0,Health & Sports
P162071,greenroot_Premature Grey Oil ,116000.0,87000.0,Beauty & Grooming
P909026,Rajesh_Cricket Wickets with Spring,116000.0,78880.0,Health & Sports
P325520,babyw_754,116000.0,85840.0,Kids & Baby
P718246,Entertainer Asia_Vouch 365-2017 BookLahore,116000.0,75400.0,Others
P948303,adenwala_Deal No.1,116000.0,93960.0,Superstore
P224644,Baklawa_Bird s Nest Pistachio-1Kg,116000.0,102080.0,Soghaat
P133789,babyw_CH-11,116000.0,100920.0,Kids & Baby
P211418,Susu Unta Camel Milk Powder 20 sachet,116000.0,71920.0,Health & Sports
P769270,HNB_8,116000.0,89320.0,Home & Living
P562975,vitamin_XTEND-Bundle,116000.0,96280.0,Health & Sports
P459590,Z&A_ZEES-0128,116000.0,91640.0,Others
P850836,Saylani_Health-Contribution-Package-1,116000.0,96280.0,Others
P760722,TO_006- ETERNITY FOR MEN,116000.0,97440.0,Beauty & Grooming
P661637,PucaM_SS-02-RED BLACK-39,116000.0,91640.0,Men Fashion
P311532,FT_FT-BT-G-01-30,116000.0,102080.0,Kids & Baby
P386710,Prime_WBGH -M,115942.0,76502.0,Men Fashion
P203618,asimjofaeanew_5B,115942.0,95062.0,Women Fashion
P303831,UnzeLondon_GS5419-10,115942.0,93902.0,Men Fashion
P958462,UnzeLondon_GS4353-11,115942.0,73022.0,Men Fashion
P475978,asimjofaeanew_2B,115942.0,103182.0,Women Fashion
P111456,Tmall_MM-DR-MK,115942.0,84622.0,Home & Living
P152985,UnzeLondon_GS4354-8,115942.0,95062.0,Men Fashion
P311180,stitchers_TnT 012-L,115942.0,74182.0,Men Fashion
P557054,emart_Tyre Shape Air Compressor,115942.0,74182.0,Others
P920632,Bparcel_N4050,115942.0,73022.0,Computing
P339240,rubian_Ultra-Slim Bluetooth Keyboard,115942.0,81142.0,Computing
P946198,emart_Revoflex-Xtreme,115942.0,96222.0,Health & Sports
P449125,asimjofaeid_AJL-3B,115942.0,84622.0,Women Fashion
P389798,unze_GS5628 -Black-10,115942.0,81142.0,Men Fashion
P854817,unze_GS5608 -Beige-9,115942.0,83462.0,Men Fashion
P840915,stinnos_A122,115942.0,83462.0,Kids & Baby
P914171,StripyInterior_ Disney Cars,115942.0,104342.0,Home & Living
P962586,unze_GS5639 -Coffee-8,115942.0,102022.0,Men Fashion
P103718,BParcel_DIGITAL to ANALOG-BLACK,115942.0,85782.0,Computing
P230438,Bata_Power-8386002-44-10,115942.0,88102.0,Men Fashion
P838951,bogo_BogoGrand2017karachi,115942.0,90422.0,Others
P638550,TKS_m969-8-10 Years,115942.0,85782.0,Kids & Baby
P910168,Aladdin_75-Baby-Sports-Car-HD3667,115942.0,83462.0,Kids & Baby
P668128,Tmall_ASA269,115942.0,103182.0,Health & Sports
P601912,YNG_YSD-908-BL-40,115942.0,69542.0,Men Fashion
P419963,CUR_CUD-32,115942.0,75342.0,Men Fashion
P970103,TKS_m969-10-12 Yrs,115942.0,103182.0,Kids & Baby
P716813,TKS_m969-2 to 3 Years,115942.0,98542.0,Kids & Baby
P359488,TKS_m969-6-8 Years,115942.0,85782.0,Kids & Baby
P627630,sehgalmotors_67036,115884.0,104284.0,Superstore
P526609,RAJESH_RAJ142,115710.0,90248.0,Home & Living
P647365,GS_BH025-6-7 Years,115710.0,94830.0,Kids & Baby
P521278,oxford_9780195793406,115710.0,82128.0,School & Education
P879236,GS_BH025-18-24 M,115710.0,85608.0,Kids & Baby
P833149,GS_BH030-13-14 Years,115710.0,77488.0,Kids & Baby
P502966,Paramount_99914786,115710.0,76328.0,Books
P551178,Paramount_9781444146509,115710.0,92568.0,School & Education
P808008,contessa_CWC250,115420.0,72674.0,Others
P135979,nutrifactor_NF0017,115420.0,96918.0,Health & Sports
P905749,Senorita_GAK-836-RED-40,114260.0,85666.0,Kids & Baby
P250166,Edenrobe_BTKS-17-3432-4-5 Years,113332.0,77024.0,Kids & Baby
P501464,sst_Chakito-Regular fit-Medium,113100.0,67860.0,Men Fashion
P681316,rute2_4533,113100.0,90480.0,Health & Sports
P803798,Kansai_RustStripper,113100.0,82534.0,Superstore
P253053,Sigma_4544,113100.0,68962.0,Health & Sports
P504603,TP-Link_Router-WR-840N,113042.0,87000.0,Computing
P993535,OKM_GL-195 LAMBS S/L-BLUE-42,112810.0,78938.0,Men Fashion
P929346,RAJESH_RAJ170,111940.0,87290.0,Beauty & Grooming
P210130,RAJESH_RAJ184,111940.0,98484.0,Health & Sports
P598688,M&M_Deal 2,111360.0,89088.0,Beauty & Grooming
P391919,emart_0-19,111360.0,82360.0,Home & Living
P262191,ajmery_TH281FA1JKAGONAFAMZ-36,110780.0,83056.0,Men Fashion
P864121,MEGUIAR_G36516,110664.0,89610.0,Others
